UF,Ano,Pessoas,Rural,Urbana,administracao_publica_na,administracao_publica_nao_qualificado,administracao_publica_qualificado,adulto,agricultura_na,agricultura_nao_qualificado,agricultura_ocupado,agricultura_ocupado_adulto,agricultura_ocupado_adulto_rural,agricultura_ocupado_adulto_urbana,agricultura_ocupado_crianca,agricultura_ocupado_crianca_rural,agricultura_ocupado_crianca_urbana,agricultura_ocupado_jovem,agricultura_ocupado_jovem_rural,agricultura_ocupado_jovem_urbana,agricultura_qualificado,alojamento_na,alojamento_nao_qualificado,alojamento_qualificado,atividades_mal_definidas_na,atividades_mal_definidas_nao_qualificado,atividades_mal_definidas_qualificado,comercio_na,comercio_nao_qualificado,comercio_qualificado,construcao_na,construcao_nao_qualificado,construcao_qualificado,crianca,criancas_menos14,desocupado,educacao_saude_na,educacao_saude_nao_qualificado,educacao_saude_qualificado,fora_forca_trabalho,fora_forca_trabalho_na,fora_forca_trabalho_nao_potencial,fora_forca_trabalho_potencial,forca_trabalho,forca_trabalho_desocupado,forca_trabalho_na,forca_trabalho_ocupado,idade_media_agricultura,industria_na,industria_nao_qualificado,industria_qualificado,informacao_na,informacao_nao_qualificado,informacao_qualificado,jovem,nao_qualificado,ocupacao_na,ocupado,ocupado_nao_subocupado,ocupado_subocupado,outros_servicos_na,outros_servicos_nao_qualificado,outros_servicos_qualificado,populacao_14mais,potencial_desalentado,potencial_nao_desalentado,qualificacao_na,qualificado,rural_administracao_publica,rural_adulto,rural_agricultura,rural_agricultura_adulto,rural_agricultura_crianca,rural_agricultura_escolaridade_na,rural_agricultura_fundamental_completo,rural_agricultura_fundamental_incompleto,rural_agricultura_jovem,rural_agricultura_medio_completo,rural_agricultura_medio_incompleto,rural_agricultura_sem_instrucao,rural_agricultura_superior_completo,rural_agricultura_superior_incompleto,rural_alojamento,rural_atividades_mal_definidas,rural_comercio,rural_construcao,rural_crianca,rural_educacao_saude,rural_escolaridadeNA,rural_fundamental_completo,rural_fundamental_incompleto,rural_industria,rural_informacao,rural_jovem,rural_medio_completo,rural_medio_incompleto,rural_nao_qualificado,rural_outros_servicos,rural_qualificacao_na,rural_qualificado,rural_sem_instrucao,rural_servicos_domesticos,rural_setor_na,rural_superior_completo,rural_superior_incompleto,rural_transporte,servicos_domesticos_na,servicos_domesticos_nao_qualificado,servicos_domesticos_qualificado,setor_administracao_publica,setor_agricultura,setor_alojamento,setor_atividades_mal_definidas,setor_comercio,setor_construcao,setor_educacao_saude,setor_industria,setor_informacao,setor_na,setor_na_na,setor_na_nao_qualificado,setor_na_qualificado,setor_outros_servicos,setor_servicos_domesticos,setor_transporte,transporte_na,transporte_nao_qualificado,transporte_qualificado,urbano_administracao_publica,urbano_adulto,urbano_agricultura,urbano_agricultura_adulto,urbano_agricultura_crianca,urbano_agricultura_escolaridade_na,urbano_agricultura_fundamental_completo,urbano_agricultura_fundamental_incompleto,urbano_agricultura_jovem,urbano_agricultura_medio_completo,urbano_agricultura_medio_incompleto,urbano_agricultura_sem_instrucao,urbano_agricultura_superior_completo,urbano_agricultura_superior_incompleto,urbano_alojamento,urbano_atividades_mal_definidas,urbano_comercio,urbano_construcao,urbano_crianca,urbano_educacao_saude,urbano_escolaridadeNA,urbano_fundamental_completo,urbano_fundamental_incompleto,urbano_industria,urbano_informacao,urbano_jovem,urbano_medio_completo,urbano_medio_incompleto,urbano_nao_qualificado,urbano_outros_servicos,urbano_qualificacao_na,urbano_qualificado,urbano_sem_instrucao,urbano_servicos_domesticos,urbano_setor_na,urbano_superior_completo,urbano_superior_incompleto,urbano_transporte
Roraima,2020,553258.0,86744.0,466514.0,0.0,10533.0,16343.0,238986.0,0.0,13806.0,15011.0,11216.0,7647.0,3569.0,0.0,0.0,0.0,3795.0,2951.0,844.0,1206.0,0.0,8961.0,1989.0,0.0,186.0,23.0,0.0,31862.0,9652.0,0.0,18004.0,2028.0,146706.0,146706.0,40485.0,0.0,8207.0,21875.0,165088.0,0.0,126220.0,38868.0,241464.0,40485.0,0.0,200979.0,40.5,0.0,8044.0,1881.0,0.0,8329.0,6866.0,167566.0,403078.0,311794.0,200979.0,183028.0,17951.0,0.0,5830.0,2064.0,406552.0,18407.0,20461.0,54203.0,95977.0,1914.0,38400.0,10598.0,7647.0,0.0,0.0,731.0,4833.0,2951.0,2537.0,678.0,874.0,507.0,437.0,705.0,47.0,2232.0,1596.0,23990.0,3851.0,7917.0,4515.0,31873.0,765.0,1101.0,24353.0,16159.0,6245.0,70209.0,532.0,7917.0,8618.0,11418.0,3732.0,59410.0,5854.0,2764.0,262.0,0.0,14343.0,1392.0,26876.0,15011.0,10950.0,208.0,41513.0,20033.0,30082.0,9925.0,15195.0,352280.0,54203.0,269013.0,29064.0,7894.0,15736.0,7556.0,0.0,5960.0,1595.0,24962.0,200586.0,4414.0,3569.0,0.0,0.0,427.0,1872.0,844.0,969.0,498.0,386.0,240.0,22.0,10245.0,162.0,39281.0,18436.0,122716.0,26232.0,46286.0,25183.0,125093.0,9160.0,14094.0,143213.0,117247.0,32506.0,332870.0,7362.0,46286.0,87359.0,32841.0,12004.0,292869.0,57468.0,29891.0,7294.0
Roraima,2021,571431.0,91816.0,479615.0,0.0,11000.0,20511.0,255279.0,0.0,17780.0,19063.0,14486.0,9288.0,5198.0,0.0,0.0,0.0,4577.0,3054.0,1523.0,1283.0,0.0,9824.0,2615.0,0.0,119.0,292.0,0.0,38215.0,9628.0,0.0,22068.0,1904.0,149640.0,149640.0,31404.0,0.0,10307.0,19735.0,161292.0,0.0,128877.0,32415.0,260499.0,31404.0,0.0,229096.0,40.85,0.0,9185.0,1948.0,0.0,9941.0,7276.0,166512.0,420563.0,310932.0,229096.0,210869.0,18227.0,0.0,6531.0,2919.0,421791.0,15774.0,16641.0,55125.0,95743.0,963.0,41588.0,12342.0,9288.0,0.0,0.0,1332.0,5156.0,3054.0,3229.0,803.0,1223.0,213.0,386.0,558.0,32.0,2853.0,2494.0,26757.0,3438.0,9676.0,7145.0,32950.0,1245.0,1028.0,23471.0,17137.0,5583.0,75307.0,437.0,9676.0,6833.0,12493.0,4304.0,61603.0,5135.0,1698.0,520.0,0.0,14996.0,1417.0,31511.0,19063.0,12439.0,411.0,47843.0,23972.0,30042.0,11133.0,17217.0,342336.0,55125.0,262289.0,24921.0,9449.0,16413.0,9604.0,0.0,8308.0,1296.0,30548.0,213691.0,6721.0,5198.0,0.0,0.0,781.0,2702.0,1523.0,1650.0,661.0,243.0,477.0,207.0,11881.0,379.0,44990.0,21477.0,122883.0,26604.0,45449.0,27882.0,117197.0,9888.0,16189.0,143041.0,128733.0,32091.0,345255.0,9013.0,45449.0,88910.0,39351.0,12109.0,280733.0,62426.0,26484.0,9083.0
Roraima,2022,590046.0,80670.0,509376.0,0.0,11450.0,19656.0,269536.0,0.0,17883.0,19372.0,14870.0,9402.0,5468.0,0.0,0.0,0.0,4501.0,3216.0,1285.0,1489.0,0.0,11438.0,1900.0,0.0,49.0,0.0,0.0,41326.0,10398.0,0.0,22376.0,2128.0,148110.0,148110.0,15988.0,0.0,11447.0,20361.0,179405.0,0.0,160306.0,19100.0,262530.0,15988.0,0.0,246543.0,41.11,0.0,10280.0,1962.0,0.0,11916.0,8613.0,172400.0,441267.0,327516.0,246543.0,239065.0,7478.0,0.0,8019.0,4052.0,441936.0,9720.0,9379.0,54282.0,94497.0,669.0,39514.0,12618.0,9402.0,0.0,0.0,1688.0,5448.0,3216.0,2609.0,1152.0,1049.0,347.0,325.0,921.0,0.0,2064.0,1474.0,21444.0,3214.0,8935.0,6428.0,29504.0,1081.0,1222.0,19713.0,14981.0,6376.0,66567.0,363.0,8935.0,5168.0,9278.0,3981.0,52772.0,3685.0,1483.0,292.0,0.0,18175.0,1350.0,31105.0,19372.0,13338.0,49.0,51724.0,24504.0,31807.0,12242.0,20529.0,343503.0,54282.0,268386.0,20835.0,12071.0,19525.0,10276.0,0.0,8523.0,1753.0,30437.0,230022.0,6754.0,5468.0,0.0,0.0,563.0,2182.0,1285.0,2453.0,295.0,444.0,755.0,63.0,12417.0,49.0,49660.0,23030.0,126666.0,28593.0,45347.0,32446.0,117824.0,11161.0,19308.0,152687.0,147903.0,37409.0,374700.0,11708.0,45347.0,89329.0,39118.0,15544.0,290732.0,62342.0,26987.0,9985.0
Roraima,2023,609263.0,77178.0,532085.0,0.0,10351.0,17872.0,281728.0,0.0,18461.0,20135.0,15627.0,10257.0,5370.0,0.0,0.0,0.0,4508.0,2950.0,1558.0,1674.0,0.0,11354.0,1853.0,0.0,0.0,0.0,0.0,44178.0,12096.0,0.0,23151.0,1713.0,156781.0,156781.0,18378.0,0.0,11413.0,27298.0,177073.0,0.0,159451.0,17622.0,275409.0,18378.0,0.0,257032.0,41.45,0.0,10687.0,1879.0,0.0,14131.0,9128.0,170754.0,451082.0,333854.0,257032.0,250042.0,6990.0,0.0,8980.0,2672.0,452483.0,7575.0,10047.0,54951.0,103230.0,1035.0,38986.0,13207.0,10257.0,0.0,0.0,1786.0,5089.0,2950.0,3211.0,1463.0,999.0,446.0,213.0,865.0,0.0,1838.0,1378.0,21243.0,2696.0,7059.0,5682.0,29520.0,1374.0,729.0,16949.0,15603.0,6356.0,65776.0,229.0,7059.0,4343.0,8615.0,3184.0,50073.0,3374.0,968.0,572.0,0.0,14668.0,1858.0,28223.0,20135.0,13207.0,0.0,56274.0,24864.0,38711.0,12566.0,23259.0,352231.0,54951.0,273756.0,23524.0,11651.0,16526.0,11615.0,0.0,9952.0,1664.0,27188.0,242742.0,6928.0,5370.0,0.0,0.0,341.0,2384.0,1558.0,2369.0,531.0,288.0,866.0,149.0,12342.0,0.0,54436.0,23486.0,135537.0,36016.0,47892.0,29224.0,128372.0,11192.0,22530.0,153805.0,148192.0,40912.0,385306.0,11423.0,47892.0,98887.0,38607.0,13342.0,302159.0,70448.0,28439.0,11043.0
Roraima,2024,628810.0,82982.0,545827.0,0.0,10485.0,18219.0,292862.0,0.0,21180.0,22368.0,16227.0,12042.0,4185.0,0.0,0.0,0.0,6141.0,4527.0,1614.0,1187.0,0.0,12103.0,2744.0,0.0,60.0,0.0,0.0,47499.0,13790.0,0.0,21840.0,2140.0,159978.0,159978.0,20625.0,0.0,10273.0,32305.0,169888.0,0.0,144871.0,25017.0,298944.0,20625.0,0.0,278319.0,40.4,0.0,13007.0,2441.0,0.0,17349.0,9666.0,175970.0,463211.0,329865.0,278319.0,268021.0,10298.0,0.0,8786.0,3872.0,468832.0,11221.0,13795.0,51205.0,114393.0,694.0,41033.0,16569.0,12042.0,0.0,0.0,1263.0,6307.0,4527.0,4641.0,2471.0,1128.0,456.0,303.0,1095.0,19.0,2371.0,1586.0,23364.0,3050.0,7582.0,5216.0,33496.0,1668.0,1105.0,18586.0,16853.0,7010.0,70235.0,490.0,7582.0,5166.0,7659.0,2998.0,50875.0,3310.0,1856.0,461.0,0.0,15371.0,1892.0,28704.0,22368.0,14847.0,60.0,61289.0,23980.0,42579.0,15448.0,27014.0,350491.0,51205.0,275404.0,23882.0,12658.0,17263.0,12110.0,0.0,9854.0,2256.0,28009.0,251829.0,5798.0,4185.0,0.0,0.0,514.0,1835.0,1614.0,1954.0,463.0,603.0,374.0,55.0,13753.0,41.0,58919.0,22394.0,136614.0,39529.0,43624.0,25767.0,137493.0,13780.0,25909.0,157385.0,151467.0,41038.0,392976.0,12168.0,43624.0,109227.0,37211.0,14265.0,299615.0,73519.0,35708.0,11648.0
Roraima,2025,648441.0,73608.0,574833.0,0.0,12980.0,24888.0,312615.0,0.0,20732.0,22306.0,16567.0,11168.0,5399.0,0.0,0.0,0.0,5739.0,3451.0,2288.0,1573.0,0.0,13960.0,3101.0,0.0,0.0,101.0,0.0,47676.0,15334.0,0.0,21423.0,2604.0,158117.0,158117.0,17625.0,0.0,12009.0,30390.0,180155.0,0.0,162797.0,17358.0,310169.0,17625.0,0.0,292544.0,41.12,0.0,12521.0,4158.0,0.0,17158.0,11699.0,177709.0,467708.0,338272.0,292544.0,283698.0,8846.0,0.0,9028.0,4859.0,490324.0,7800.0,9558.0,52075.0,128658.0,820.0,37100.0,14619.0,11168.0,0.0,0.0,1255.0,6199.0,3451.0,4118.0,1682.0,923.0,365.0,76.0,439.0,0.0,2082.0,1957.0,19474.0,3043.0,6948.0,4797.0,28798.0,1129.0,1612.0,17034.0,16300.0,6090.0,63031.0,191.0,6948.0,3629.0,7047.0,1567.0,45906.0,2534.0,1095.0,243.0,0.0,12835.0,1985.0,37868.0,22306.0,17061.0,101.0,63010.0,24027.0,42399.0,16679.0,28857.0,355897.0,52075.0,277927.0,25895.0,13888.0,14820.0,11529.0,0.0,9459.0,2070.0,37048.0,275514.0,7687.0,5399.0,0.0,0.0,460.0,2475.0,2288.0,2556.0,918.0,146.0,713.0,420.0,16622.0,101.0,60927.0,22069.0,138643.0,39357.0,45127.0,26702.0,139010.0,15550.0,27245.0,160675.0,167586.0,34071.0,404677.0,13697.0,45127.0,125029.0,37307.0,13253.0,309991.0,88281.0,36748.0,11286.0
Santa Catarina,2012,6544762.0,1023545.0,5521217.0,0.0,94403.0,104070.0,3455689.0,0.0,337093.0,345889.0,263097.0,201138.0,61959.0,0.0,0.0,0.0,82792.0,62305.0,20488.0,8796.0,0.0,105789.0,11570.0,0.0,452.0,48.0,0.0,511377.0,104177.0,0.0,243846.0,15595.0,1302421.0,1302421.0,119986.0,0.0,95502.0,159072.0,1753442.0,0.0,1681413.0,72028.0,3488899.0,119986.0,0.0,3368913.0,40.99,0.0,735542.0,112159.0,0.0,186762.0,149128.0,1786652.0,5243899.0,3055863.0,3368913.0,3264367.0,104546.0,0.0,96776.0,27332.0,5242341.0,13616.0,58413.0,432817.0,868046.0,15589.0,556715.0,263443.0,201138.0,0.0,0.0,46171.0,155592.0,62305.0,39309.0,12443.0,5677.0,1879.0,2372.0,8885.0,0.0,39887.0,23974.0,215130.0,14530.0,68138.0,133153.0,537582.0,110226.0,12586.0,251700.0,132982.0,49282.0,916417.0,6370.0,68138.0,38990.0,63418.0,16245.0,502323.0,23988.0,15003.0,9488.0,0.0,129474.0,1261.0,198474.0,345889.0,117359.0,500.0,615554.0,259441.0,254573.0,847702.0,335890.0,3175849.0,432817.0,2586901.0,156131.0,124107.0,130735.0,138689.0,0.0,119982.0,18707.0,182885.0,2898974.0,82446.0,61959.0,0.0,0.0,14295.0,42645.0,20488.0,14162.0,3589.0,3210.0,3486.0,1059.0,108474.0,500.0,575667.0,235467.0,1087291.0,240044.0,364679.0,657271.0,1924888.0,737476.0,323303.0,1534952.0,1159732.0,321875.0,4327482.0,117737.0,364679.0,829055.0,263716.0,114489.0,2673526.0,571816.0,257240.0,129201.0
Santa Catarina,2013,6656748.0,1031022.0,5625725.0,0.0,82771.0,108149.0,3570229.0,0.0,324735.0,334286.0,261207.0,198874.0,62333.0,0.0,0.0,0.0,73079.0,55910.0,17170.0,9551.0,0.0,111215.0,14571.0,0.0,164.0,142.0,0.0,520520.0,118772.0,0.0,249045.0,17223.0,1296710.0,1296710.0,109903.0,0.0,103069.0,158482.0,1859741.0,0.0,1813535.0,46205.0,3500297.0,109903.0,0.0,3390394.0,41.78,0.0,737915.0,120964.0,0.0,171207.0,143859.0,1789808.0,5306603.0,3156450.0,3390394.0,3336642.0,53752.0,0.0,91178.0,28154.0,5360038.0,8088.0,38118.0,433415.0,916730.0,16563.0,570346.0,254783.0,198874.0,0.0,0.0,47414.0,151250.0,55910.0,36084.0,10552.0,5498.0,1898.0,2087.0,7527.0,104.0,42066.0,25042.0,211441.0,15448.0,64536.0,142971.0,536937.0,105850.0,15403.0,249235.0,135095.0,48324.0,924757.0,5718.0,64536.0,41730.0,61430.0,18396.0,513458.0,25061.0,16669.0,10663.0,0.0,132372.0,1820.0,190919.0,334286.0,125785.0,306.0,639292.0,266268.0,261551.0,858879.0,315066.0,3266354.0,433415.0,2657851.0,175088.0,119333.0,134192.0,144515.0,0.0,124561.0,19954.0,174356.0,2999883.0,79503.0,62333.0,0.0,0.0,13657.0,39709.0,17170.0,15244.0,3517.0,1810.0,3651.0,1915.0,118258.0,202.0,597226.0,241226.0,1085268.0,246103.0,368879.0,719201.0,1840777.0,753029.0,299663.0,1540573.0,1218075.0,323712.0,4381846.0,113615.0,368879.0,875000.0,280081.0,115796.0,2752896.0,599574.0,275426.0,133852.0
Santa Catarina,2014,6772275.0,1029829.0,5742446.0,0.0,84662.0,104749.0,3681699.0,0.0,311751.0,322337.0,252890.0,195141.0,57750.0,0.0,0.0,0.0,69447.0,54975.0,14472.0,10587.0,0.0,109037.0,13940.0,0.0,526.0,243.0,0.0,537178.0,115889.0,0.0,235176.0,15535.0,1286960.0,1286960.0,103435.0,0.0,100614.0,178574.0,1908555.0,0.0,1870914.0,37641.0,3576759.0,103435.0,0.0,3473324.0,41.96,0.0,774831.0,121259.0,0.0,193829.0,157501.0,1803616.0,5376929.0,3195516.0,3473324.0,3422492.0,50832.0,0.0,95780.0,28507.0,5485314.0,5211.0,32430.0,445520.0,949826.0,16858.0,571877.0,250115.0,195141.0,0.0,0.0,43020.0,146064.0,54975.0,40960.0,9056.0,4664.0,2860.0,3492.0,8732.0,41.0,41201.0,27907.0,205153.0,16119.0,66321.0,143988.0,514095.0,112906.0,18461.0,252798.0,153417.0,46239.0,917516.0,5951.0,66321.0,45992.0,59778.0,16677.0,503400.0,28395.0,17597.0,11459.0,0.0,134856.0,2123.0,189411.0,322337.0,122977.0,770.0,653067.0,250711.0,279187.0,896090.0,351330.0,3298951.0,445520.0,2672544.0,180887.0,124286.0,136979.0,146178.0,0.0,126146.0,20032.0,172553.0,3109821.0,72222.0,57750.0,0.0,0.0,10115.0,38063.0,14472.0,14995.0,2403.0,2411.0,2479.0,1756.0,114245.0,729.0,611866.0,222803.0,1081807.0,263069.0,379199.0,721367.0,1832970.0,783184.0,332869.0,1550817.0,1303457.0,312098.0,4459413.0,118335.0,379199.0,903834.0,289521.0,120302.0,2795551.0,623783.0,280051.0,134719.0
Santa Catarina,2015,6890992.0,1064330.0,5826662.0,0.0,78558.0,98875.0,3785770.0,0.0,333313.0,344652.0,267242.0,210632.0,56610.0,0.0,0.0,0.0,77411.0,61818.0,15592.0,11339.0,0.0,118075.0,16391.0,0.0,395.0,216.0,0.0,525770.0,128639.0,0.0,239541.0,19707.0,1287204.0,1287204.0,153913.0,0.0,105512.0,212512.0,1895554.0,0.0,1850562.0,44991.0,3708234.0,153913.0,0.0,3554320.0,41.88,0.0,749602.0,136006.0,0.0,192048.0,175279.0,1818017.0,5372140.0,3182758.0,3554320.0,3492815.0,61505.0,0.0,93678.0,33591.0,5603787.0,7032.0,37959.0,460992.0,1057859.0,14840.0,600434.0,272450.0,210632.0,0.0,0.0,45589.0,152941.0,61818.0,51499.0,12272.0,3302.0,3389.0,3458.0,12329.0,0.0,40551.0,26198.0,200722.0,20130.0,69385.0,127474.0,535003.0,109842.0,18352.0,263174.0,167053.0,55152.0,941568.0,6915.0,69385.0,53377.0,56886.0,13921.0,517710.0,31411.0,21965.0,11091.0,0.0,130015.0,2549.0,177433.0,344652.0,134466.0,611.0,654408.0,259248.0,318024.0,885608.0,367327.0,3336671.0,460992.0,2674121.0,201558.0,127269.0,132563.0,152711.0,0.0,131512.0,21199.0,162593.0,3185337.0,72202.0,56610.0,0.0,0.0,12463.0,38863.0,15592.0,12179.0,2510.0,1695.0,2696.0,1796.0,122137.0,611.0,613857.0,233050.0,1086482.0,297894.0,391607.0,667366.0,1849577.0,775766.0,348975.0,1554843.0,1300580.0,350697.0,4430572.0,120353.0,391607.0,1004483.0,262352.0,118642.0,2818961.0,697999.0,306484.0,141620.0
Santa Catarina,2016,7012736.0,1098692.0,5914044.0,0.0,69122.0,97590.0,3902173.0,0.0,353948.0,370085.0,283485.0,216340.0,67145.0,0.0,0.0,0.0,86600.0,65545.0,21055.0,16138.0,0.0,117738.0,15629.0,0.0,611.0,352.0,0.0,510984.0,129631.0,0.0,244665.0,19228.0,1302588.0,1302588.0,239469.0,0.0,107345.0,209899.0,1960513.0,0.0,1896361.0,64153.0,3749635.0,239469.0,0.0,3510166.0,41.85,0.0,703877.0,142572.0,0.0,155892.0,175417.0,1807975.0,5455650.0,3263101.0,3510166.0,3452626.0,57540.0,0.0,101271.0,36929.0,5710148.0,18047.0,46106.0,470709.0,1086377.0,11782.0,615786.0,281885.0,216340.0,0.0,0.0,46428.0,156124.0,65545.0,52621.0,13313.0,4874.0,4733.0,3791.0,10698.0,51.0,41920.0,24795.0,212855.0,19135.0,73470.0,130866.0,544954.0,100331.0,13678.0,270051.0,167599.0,59402.0,966714.0,6458.0,73470.0,58508.0,63894.0,19672.0,555685.0,35699.0,22809.0,12603.0,0.0,148174.0,4115.0,166712.0,370085.0,133367.0,963.0,640615.0,263893.0,317244.0,846449.0,331309.0,3502570.0,470709.0,2809445.0,222416.0,138200.0,152290.0,149038.0,0.0,132577.0,16462.0,154931.0,3286387.0,88200.0,67145.0,0.0,0.0,14050.0,40960.0,21055.0,19995.0,3996.0,1585.0,5325.0,2288.0,122669.0,912.0,598695.0,239098.0,1089733.0,298109.0,397240.0,633523.0,1879605.0,746119.0,317631.0,1537924.0,1345348.0,344750.0,4488936.0,131742.0,397240.0,1027868.0,285709.0,132618.0,2946885.0,736434.0,291434.0,136435.0
Santa Catarina,2017,7136679.0,1088833.0,6047846.0,0.0,64910.0,98311.0,3988807.0,0.0,343108.0,359496.0,274490.0,214884.0,59606.0,0.0,0.0,0.0,85006.0,69439.0,15567.0,16388.0,0.0,129106.0,22379.0,0.0,994.0,150.0,0.0,505193.0,151476.0,0.0,220385.0,22016.0,1320825.0,1320825.0,280584.0,0.0,107636.0,240187.0,1902013.0,0.0,1823156.0,78857.0,3913842.0,280584.0,0.0,3633258.0,41.85,0.0,721573.0,159601.0,0.0,161499.0,190944.0,1827048.0,5401863.0,3222837.0,3633258.0,3557205.0,76052.0,0.0,103080.0,45693.0,5815855.0,26992.0,51865.0,500812.0,1234004.0,10307.0,612746.0,284323.0,214884.0,0.0,0.0,46474.0,154753.0,69439.0,56364.0,14258.0,3774.0,5127.0,3572.0,13490.0,180.0,40893.0,27683.0,211989.0,21961.0,79912.0,123042.0,535053.0,95747.0,15151.0,264098.0,175766.0,52984.0,943759.0,9291.0,79912.0,65161.0,56916.0,16076.0,539289.0,41703.0,23459.0,14442.0,0.0,153006.0,4466.0,163221.0,359496.0,151485.0,1143.0,656669.0,242401.0,347823.0,881175.0,352443.0,3503422.0,500812.0,2745829.0,256781.0,148773.0,157472.0,171156.0,0.0,145546.0,25611.0,152914.0,3376061.0,75173.0,59606.0,0.0,0.0,10437.0,36184.0,15567.0,15158.0,4274.0,1430.0,5725.0,1964.0,137994.0,964.0,615777.0,214718.0,1108836.0,325862.0,420900.0,600472.0,1859773.0,785428.0,337291.0,1562950.0,1375742.0,354602.0,4458104.0,139482.0,420900.0,1168842.0,267515.0,141396.0,2964133.0,835253.0,333589.0,156714.0
Santa Catarina,2018,7262468.0,1058286.0,6204182.0,0.0,63606.0,103547.0,4127907.0,0.0,322172.0,336543.0,259989.0,209483.0,50506.0,0.0,0.0,0.0,76554.0,60700.0,15854.0,14371.0,0.0,133888.0,26400.0,0.0,558.0,604.0,0.0,502464.0,156298.0,0.0,238368.0,22323.0,1323367.0,1323367.0,256189.0,0.0,110431.0,255918.0,1959320.0,0.0,1869790.0,89530.0,3979781.0,256189.0,0.0,3723591.0,41.83,0.0,726098.0,178282.0,0.0,161862.0,220584.0,1811194.0,5449170.0,3282687.0,3723591.0,3627600.0,95991.0,0.0,110873.0,47907.0,5939101.0,30108.0,59422.0,488441.0,1324857.0,11465.0,615922.0,270182.0,209483.0,0.0,0.0,41569.0,140618.0,60700.0,59620.0,14620.0,5028.0,5120.0,3607.0,12688.0,258.0,40657.0,24398.0,199815.0,21528.0,74777.0,111528.0,498116.0,89813.0,16902.0,242550.0,184097.0,53894.0,910827.0,8923.0,74777.0,72683.0,63192.0,16744.0,529726.0,46207.0,26475.0,15002.0,0.0,151719.0,4695.0,167153.0,336543.0,160288.0,1162.0,658762.0,260690.0,366348.0,904380.0,382446.0,3538877.0,488441.0,2782729.0,267706.0,158780.0,156413.0,170626.0,0.0,144402.0,26224.0,155688.0,3511985.0,66360.0,50506.0,0.0,0.0,11146.0,30029.0,15854.0,13880.0,4441.0,1219.0,3909.0,1735.0,147600.0,904.0,618105.0,236293.0,1123553.0,344820.0,413664.0,611770.0,1874493.0,814567.0,365544.0,1568644.0,1382349.0,378826.0,4538343.0,149857.0,413664.0,1252174.0,290905.0,139670.0,3009151.0,891584.0,360590.0,155623.0
Santa Catarina,2019,7389764.0,1059485.0,6330278.0,0.0,62912.0,104361.0,4238546.0,0.0,324260.0,341453.0,264589.0,209586.0,55004.0,0.0,0.0,0.0,76864.0,59228.0,17636.0,17194.0,0.0,124792.0,25401.0,0.0,721.0,671.0,0.0,525588.0,159875.0,0.0,230378.0,22408.0,1348400.0,1348400.0,250196.0,0.0,119742.0,262191.0,1991975.0,0.0,1893081.0,98894.0,4049389.0,250196.0,0.0,3799192.0,42.27,0.0,742483.0,176835.0,0.0,173785.0,229286.0,1802817.0,5557628.0,3340375.0,3799192.0,3692904.0,106288.0,0.0,113264.0,45583.0,6041363.0,36545.0,62349.0,492365.0,1339771.0,10841.0,620334.0,268813.0,209586.0,0.0,0.0,40459.0,132608.0,59228.0,65343.0,13305.0,6182.0,7238.0,3679.0,12822.0,75.0,40958.0,21868.0,194883.0,24326.0,71583.0,114109.0,485209.0,100246.0,17186.0,244269.0,200365.0,55298.0,917269.0,7978.0,71583.0,70634.0,62288.0,19437.0,521044.0,45826.0,24808.0,13892.0,0.0,167822.0,6277.0,167273.0,341453.0,150192.0,1392.0,685462.0,252786.0,381933.0,919318.0,403071.0,3590571.0,492365.0,2837102.0,261104.0,158848.0,174099.0,163365.0,0.0,134779.0,28586.0,156432.0,3618212.0,72640.0,55004.0,0.0,0.0,14511.0,31378.0,17636.0,15180.0,4079.0,1214.0,4257.0,2020.0,137370.0,1317.0,644505.0,230918.0,1153518.0,357607.0,420783.0,624470.0,1870287.0,819072.0,385885.0,1558549.0,1456056.0,394438.0,4640359.0,150869.0,420783.0,1269137.0,295108.0,154663.0,3069528.0,924642.0,344494.0,149472.0
